City,State,Year,Population
Federal Way,Washington,2014,93532
Fishers,Indiana,2014,86924
Flagstaff,Arizona,2014,68633
Flint,Michigan,2014,98565
Florissant,Missouri,2014,52213
Flower Mound,Texas,2014,69443
Folsom,California,2014,75039
Fontana,California,2014,204152
Fort Collins,Colorado,2014,156458
Fort Lauderdale,Florida,2014,175228
Fort Myers,Florida,2014,70470
Fort Smith,Arkansas,2014,87154
Fort Wayne,Indiana,2014,260614
Fort Worth,Texas,2014,815135
Fountain Valley,California,2014,56715
Framingham,Massachusetts,2014,70787
Franklin,Tennessee,2014,70533
Frederick,Maryland,2014,68288
Fremont,California,2014,228397
Fresno,California,2014,514452
Frisco,Texas,2014,144878
Fullerton,California,2014,138949
Gainesville,Florida,2014,127340
Gaithersburg,Maryland,2014,66540
Galveston,Texas,2014,49296
Garden Grove,California,2014,174556
Gardena,California,2014,59895
Garland,Texas,2014,235761
Gary,Indiana,2014,78059
Gastonia,North Carolina,2014,73222
Georgetown,Texas,2014,58937
Gilbert,Arizona,2014,227294
Gilroy,California,2014,52576
Glendale,Arizona,2014,240020
Glendale,California,2014,198420
Glendora,California,2014,51097
Goodyear,Arizona,2014,72347
Grand Forks,North Dakota,2014,55800
Grand Island,Nebraska,2014,50894
Grand Junction,Colorado,2014,59856
Grand Prairie,Texas,2014,185970
Grand Rapids,Michigan,2014,194352
Grapevine,Texas,2014,50805
Great Falls,Montana,2014,59343
Greeley,Colorado,2014,98649
Green Bay,Wisconsin,2014,104671
Greensboro,North Carolina,2014,282275
Greenville,North Carolina,2014,89292
Greenville,South Carolina,2014,61363
Greenwood,Indiana,2014,54512
Gresham,Oregon,2014,110034
Gulfport,Mississippi,2014,71150
Hamilton,Ohio,2014,62398
Hammond,Indiana,2014,78479
Hampton,Virginia,2014,137597
Hanford,California,2014,55059
Harlingen,Texas,2014,65610
Harrisonburg,Virginia,2014,52558
Hartford,Connecticut,2014,124683
Haverhill,Massachusetts,2014,62620
Hawthorne,California,2014,86831
Hayward,California,2014,154350
Hemet,California,2014,82578
Hempstead vi,New York,2014,55496
Henderson,Nevada,2014,274474
Hendersonville,Tennessee,2014,54856
Hesperia,California,2014,92169
Hialeah,Florida,2014,235145
High Point,North Carolina,2014,108796
Highland,California,2014,54353
Hillsboro,Oregon,2014,99873
Hoboken,New Jersey,2014,52480
Hoffman Estates vi,Illinois,2014,52368
Hollywood,Florida,2014,147039
Homestead,Florida,2014,65951
Hoover,Alabama,2014,83661
Houston,Texas,2014,2240982
Huntersville,North Carolina,2014,51595
Huntington Beach,California,2014,199757
Huntington Park,California,2014,58952
Huntsville,Alabama,2014,187659
Idaho Falls,Idaho,2014,58630
Independence,Missouri,2014,117504
Indianapolis city (bal,Indiana,2014,849634
Indio,California,2014,85221
Inglewood,California,2014,110971
Iowa City,Iowa,2014,72838
Irvine,California,2014,247283
Irving,Texas,2014,232736
Jackson,Mississippi,2014,172030
Jackson,Tennessee,2014,67072
Jacksonville,Florida,2014,852560
Jacksonville,North Carolina,2014,74034
Janesville,Wisconsin,2014,63841
Jersey City,New Jersey,2014,258794
Johns Creek,Georgia,2014,82762
Johnson City,Tennessee,2014,65097
Joliet,Illinois,2014,147767
Jonesboro,Arkansas,2014,72282
Joplin,Missouri,2014,49385
Jupiter,Florida,2014,60788
Jurupa Valley,California,2014,100099
Kalamazoo,Michigan,2014,76104
Kansas City,Kansas,2014,150187
Kansas City,Missouri,2014,470678
Kenner,Louisiana,2014,66833
Kennewick,Washington,2014,77366
Kenosha,Wisconsin,2014,99785
Kent,Washington,2014,125794
Kentwood,Michigan,2014,50873
Kettering,Ohio,2014,55565
Killeen,Texas,2014,137657
Kingsport,Tennessee,2014,52838
Kirkland,Washington,2014,86078
Kissimmee,Florida,2014,66541
Knoxville,Tennessee,2014,183031
Kokomo,Indiana,2014,58027
La Crosse,Wisconsin,2014,52148
La Habra,California,2014,61734
La Mesa,California,2014,58892
Lacey,Washington,2014,45316
Lafayette,Indiana,2014,71012
Lafayette,Louisiana,2014,126000
Laguna Niguel,California,2014,65129
Lake Charles,Louisiana,2014,74325
Lake Elsinore,California,2014,60149
Lake Forest,California,2014,79740
Lake Havasu City,Arizona,2014,53042
Lakeland,Florida,2014,102082
Lakeville,Minnesota,2014,59991
Lakewood,California,2014,80977
Lakewood,Colorado,2014,149481
Lakewood,Ohio,2014,51092
Lakewood,Washington,2014,58582
Lancaster,California,2014,159753
Lancaster,Pennsylvania,2014,59483
Lansing,Michigan,2014,115102
Laredo,Texas,2014,253017
Largo,Florida,2014,80761
Las Cruces,New Mexico,2014,101275
Las Vegas,Nevada,2014,608275
Lauderhill,Florida,2014,70133
Lawrence,Kansas,2014,92719
Lawrence,Massachusetts,2014,79208
Lawton,Oklahoma,2014,96691
Layton,Utah,2014,72353
League City,Texas,2014,94205
Leander,Texas,2014,35332
Lee's Summit,Missouri,2014,93731
Leesburg,Virginia,2014,49326
Lehi,Utah,2014,57011
Lenexa,Kansas,2014,50926
Lewisville,Texas,2014,102841
Lexington-Fayette urban c,Kentucky,2014,311955
Lincoln,Nebraska,2014,273945
Little Elm,Texas,2014,35793
Little Rock,Arkansas,2014,197533
Livermore,California,2014,87058
Livonia,Michigan,2014,95238
Lodi,California,2014,63637
Logan,Utah,2014,49074
Long Beach,California,2014,469539
Longmont,Colorado,2014,90635
Longview,Texas,2014,81351
Lorain,Ohio,2014,63759
Los Angeles,California,2014,3913260
Louisville/Jefferson County metro government (bal,Kentucky,2014,612509
Loveland,Colorado,2014,72248
Lowell,Massachusetts,2014,110541
Lubbock,Texas,2014,244071
Lynchburg,Virginia,2014,78155
Lynn,Massachusetts,2014,92599
Lynwood,California,2014,71259
Macon-Bibb C,Georgia,2014,154333
Madera,California,2014,63196
Madison,Alabama,2014,46574
Madison,Wisconsin,2014,245870
Malden,Massachusetts,2014,61093
Manchester,New Hampshire,2014,110951
Manhattan,Kansas,2014,55685
Mansfield,Texas,2014,62494
Manteca,California,2014,73121
Maple Grove,Minnesota,2014,66976
Margate,Florida,2014,55686
Maricopa,Arizona,2014,45546
Marietta,Georgia,2014,59672
Marysville,Washington,2014,64929
McAllen,Texas,2014,139027
McKinney,Texas,2014,157139
Medford,Massachusetts,2014,57572
Medford,Oregon,2014,77723
Melbourne,Florida,2014,78312
Memphis,Tennessee,2014,655936
Menifee,California,2014,84708
Merced,California,2014,81198
Meriden,Connecticut,2014,60409
Meridian,Idaho,2014,89151
Mesa,Arizona,2014,473390
Mesquite,Texas,2014,144495
Methuen Town,Massachusetts,2014,49388
Miami Beach,Florida,2014,91452
Miami Gardens,Florida,2014,112036
Miami,Florida,2014,429365
Midland,Texas,2014,128446
Midwest City,Oklahoma,2014,57125
Milford city (bal,Connecticut,2014,51988
Millcreek,Utah,2014,60211
Milpitas,California,2014,73608
Milwaukee,Wisconsin,2014,600743
Minneapolis,Minnesota,2014,407122
Minnetonka,Minnesota,2014,51565
Miramar,Florida,2014,134504
Mission Viejo,California,2014,96716
Mission,Texas,2014,82482
Missoula,Montana,2014,69683
Missouri City,Texas,2014,71054
Mobile,Alabama,2014,192979
Modesto,California,2014,207781
Montebello,California,2014,63380
Monterey Park,California,2014,60890
Montgomery,Alabama,2014,201435
Moore,Oklahoma,2014,59018
Moreno Valley,California,2014,201874
Mount Pleasant,South Carolina,2014,77400
Mount Prospect vi,Illinois,2014,55798
Mount Vernon,New York,2014,68224
Mountain View,California,2014,79185
Muncie,Indiana,2014,69611
Murfreesboro,Tennessee,2014,120562
Murrieta,California,2014,108089
Nampa,Idaho,2014,87876
Napa,California,2014,79449
Naperville,Illinois,2014,146228
Nashua,New Hampshire,2014,87664
Nashville-Davidson metropolitan government (bal,Tennessee,2014,645820
National City,California,2014,60168
New Bedford,Massachusetts,2014,95132
New Braunfels,Texas,2014,65890
New Britain,Connecticut,2014,73055
New Brunswick,New Jersey,2014,55899
New Haven,Connecticut,2014,130618
New Orleans,Louisiana,2014,383930
New Rochelle,New York,2014,79355
New York,New York,2014,8437387
Newark,New Jersey,2014,278991
Newark,Ohio,2014,48286
Newport Beach,California,2014,86773
Newport News,Virginia,2014,181576
Newton,Massachusetts,2014,88295
Niagara Falls,New York,2014,49215
Noblesville,Indiana,2014,57589
Norfolk,Virginia,2014,246587
Normal,Illinois,2014,54514
Norman,Oklahoma,2014,117693
North Charleston,South Carolina,2014,106832
North Las Vegas,Nevada,2014,228806
North Little Rock,Arkansas,2014,66664
North Miami,Florida,2014,60909
North Port,Florida,2014,60380
North Richland Hills,Texas,2014,68443
Norwalk,California,2014,106282
Norwalk,Connecticut,2014,88047
Novato,California,2014,54879
Novi,Michigan,2014,58639
O'Fallon,Missouri,2014,84170
Oak Lawn vi,Illinois,2014,57134
Oak Park vi,Illinois,2014,52167
Oakland,California,2014,413156
Ocala,Florida,2014,57187
Oceanside,California,2014,174259
Odessa,Texas,2014,114620
Ogden,Utah,2014,84360
Oklahoma City,Oklahoma,2014,621583
Olathe,Kansas,2014,132839
Olympia,Washington,2014,49325
Omaha,Nebraska,2014,461386
Ontario,California,2014,168199
Orange,California,2014,139189
Orem,Utah,2014,91375
Orland Park vi,Illinois,2014,58657
Orlando,Florida,2014,262507
Oshkosh,Wisconsin,2014,66672
Overland Park,Kansas,2014,184011
Owensboro,Kentucky,2014,58398
Oxnard,California,2014,204626
Palatine vi,Illinois,2014,69465
Palm Bay,Florida,2014,106252
Palm Beach Gardens,Florida,2014,52575
Palm Coast,Florida,2014,80039
Palm Desert,California,2014,50933
Palmdale,California,2014,156929
Palo Alto,California,2014,66901
Paramount,California,2014,54949
Parker,Colorado,2014,49501
Parma,Ohio,2014,80166
Pasadena,California,2014,139665
Pasadena,Texas,2014,154509
Pasco,Washington,2014,69563
Passaic,New Jersey,2014,70267
Paterson,New Jersey,2014,145970
Pawtucket,Rhode Island,2014,71691
Peabody,Massachusetts,2014,52489
Pearland,Texas,2014,106192
Pembroke Pines,Florida,2014,164103
Pensacola,Florida,2014,52433
Peoria,Arizona,2014,157780
Peoria,Illinois,2014,115916
Perris,California,2014,73561
Perth Amboy,New Jersey,2014,51853
Petaluma,California,2014,59725
Pflugerville,Texas,2014,54779
Pharr,Texas,2014,75636
Philadelphia,Pennsylvania,2014,1565604
Phoenix,Arizona,2014,1556552
Pico Rivera,California,2014,63696
Pinellas Park,Florida,2014,51219
Pittsburg,California,2014,68003
Pittsburgh,Pennsylvania,2014,306092
Placentia,California,2014,52150
Plainfield,New Jersey,2014,50430
Plano,Texas,2014,278062
Plantation,Florida,2014,91007
Pleasanton,California,2014,77504
Plymouth,Minnesota,2014,75188
Pocatello,Idaho,2014,54423
Pomona,California,2014,152325
Pompano Beach,Florida,2014,105549
Pontiac,Michigan,2014,60408
Port Arthur,Texas,2014,54565
Port Orange,Florida,2014,58993
Port St. Lucie,Florida,2014,172721
Porterville,California,2014,59184
Portland,Maine,2014,66835
Portland,Oregon,2014,620647
Portsmouth,Virginia,2014,95826
Providence,Rhode Island,2014,179217
Provo,Utah,2014,115397
Pueblo,Colorado,2014,107921
Quincy,Massachusetts,2014,93730
Racine,Wisconsin,2014,77905
Raleigh,North Carolina,2014,439347
Rancho Cordova,California,2014,69420
Rancho Cucamonga,California,2014,173355
Rapid City,South Dakota,2014,72431
Reading,Pennsylvania,2014,88204
Redding,California,2014,91151
Redlands,California,2014,70264
Redmond,Washington,2014,59482
Redondo Beach,California,2014,67728
Redwood City,California,2014,82793
Reno,Nevada,2014,234301
Renton,Washington,2014,98709
Revere,Massachusetts,2014,53844
Rialto,California,2014,102107
Richardson,Texas,2014,109163
Richland,Washington,2014,52871
Richmond,California,2014,107969
Richmond,Virginia,2014,217003
Rio Rancho,New Mexico,2014,91957
Riverside,California,2014,317887
Roanoke,Virginia,2014,99443
Rochester Hills,Michigan,2014,73367
Rochester,Minnesota,2014,111183
Rochester,New York,2014,209626
Rock Hill,South Carolina,2014,69334
Rockford,Illinois,2014,149415
Rocklin,California,2014,60080
Rockville,Maryland,2014,65480
Rocky Mount,North Carolina,2014,55919
Rogers,Arkansas,2014,62003
Rosemead,California,2014,54482
Roseville,California,2014,128304
Roswell,Georgia,2014,93610
Round Rock,Texas,2014,112613
Rowlett,Texas,2014,58503
Royal Oak,Michigan,2014,58768
Sacramento,California,2014,483006
Saginaw,Michigan,2014,49811
Salem,Oregon,2014,160721
Salinas,California,2014,155913
Salt Lake City,Utah,2014,191398
Sammamish,Washington,2014,62252
San Angelo,Texas,2014,98592
San Antonio,Texas,2014,1435839
San Bernardino,California,2014,213588
San Buenaventura (Ventura),California,2014,109641
San Clemente,California,2014,64979
San Diego,California,2014,1376725
San Francisco,California,2014,851116
San Jose,California,2014,1014418
San Leandro,California,2014,89239
San Marcos,California,2014,92471
San Marcos,Texas,2014,58907
San Mateo,California,2014,102773
San Rafael,California,2014,59146
San Ramon,California,2014,74375
Sandy Springs,Georgia,2014,101386
Sandy,Utah,2014,93215
Sanford,Florida,2014,57624
Santa Ana,California,2014,333669
Santa Barbara,California,2014,90880
Santa Clara,California,2014,122097
Santa Clarita,California,2014,208180
Santa Cruz,California,2014,63197
Santa Fe,New Mexico,2014,83058
Santa Maria,California,2014,103096
Santa Monica,California,2014,92180
Santa Rosa,California,2014,180921
Santee,California,2014,56867
Sarasota,Florida,2014,54019
Savannah,Georgia,2014,143949
Schaumburg vi,Illinois,2014,74940
Schenectady,New York,2014,65863
Scottsdale,Arizona,2014,234053
Scranton,Pennsylvania,2014,75449
Seattle,Washington,2014,670925
Shawnee,Kansas,2014,64452
Shoreline,Washington,2014,55317
Shreveport,Louisiana,2014,197740
Simi Valley,California,2014,126338
Sioux City,Iowa,2014,82546
Sioux Falls,South Dakota,2014,167048
Skokie vi,Illinois,2014,65263
Smyrna,Georgia,2014,54582
Smyrna,Tennessee,2014,45709
Somerville,Massachusetts,2014,78939
South Bend,Indiana,2014,101411
South Fulton,Georgia,2014,92495
South Gate,California,2014,94831
South Jordan,Utah,2014,62501
South San Francisco,California,2014,66895
Southaven,Mississippi,2014,51724
Southfield,Michigan,2014,73448
Sparks,Nevada,2014,94547
Spokane Valley,Washington,2014,92751
Spokane,Washington,2014,210612
Springdale,Arkansas,2014,76264
Springfield,Illinois,2014,117501
Springfield,Massachusetts,2014,154513
Springfield,Missouri,2014,164854
Springfield,Ohio,2014,59730
Springfield,Oregon,2014,60160
St. Charles,Missouri,2014,68479
St. Clair Shores,Michigan,2014,60091
St. Cloud,Florida,2014,44631
St. Cloud,Minnesota,2014,66554
St. George,Utah,2014,77960
St. Joseph,Missouri,2014,76995
St. Louis,Missouri,2014,317395
St. Paul,Minnesota,2014,297674
St. Peters,Missouri,2014,55984
St. Petersburg,Florida,2014,252282
Stamford,Connecticut,2014,127974
Sterling Heights,Michigan,2014,132148
Stillwater,Oklahoma,2014,48439
Stockton,California,2014,300670
Stonecrest,Georgia,2014,52599
Suffolk,Virginia,2014,86892
Sugar Land,Texas,2014,116815
Summerville,South Carolina,2014,47256
Sunnyvale,California,2014,149856
Sunrise,Florida,2014,90687
Surprise,Arizona,2014,127982
Syracuse,New York,2014,144385
Tacoma,Washington,2014,203762
Tallahassee,Florida,2014,187286
Tamarac,Florida,2014,63198
Tampa,Florida,2014,358754
Taunton,Massachusetts,2014,56718
Taylor,Michigan,2014,62075
Taylorsville,Utah,2014,60396
Temecula,California,2014,108713
Tempe,Arizona,2014,175730
Temple,Texas,2014,70187
Terre Haute,Indiana,2014,60763
Thornton,Colorado,2014,129584
Thousand Oaks,California,2014,128729
Tigard,Oregon,2014,50686
Tinley Park vi,Illinois,2014,57409
Toledo,Ohio,2014,280672
Topeka,Kansas,2014,127496
Torrance,California,2014,147001
Tracy,California,2014,85715
Trenton,New Jersey,2014,84067
Troy,Michigan,2014,83407
Troy,New York,2014,49959
Tucson,Arizona,2014,534870
Tulare,California,2014,61508
Tulsa,Oklahoma,2014,400162
Turlock,California,2014,70812
Tuscaloosa,Alabama,2014,96147
Tustin,California,2014,80203
Tyler,Texas,2014,101515
Union City,California,2014,73526
Union City,New Jersey,2014,68301
Upland,California,2014,75599
Urban Honolul,Hawaii,2014,349627
Utica,New York,2014,61297
Vacaville,California,2014,95436
Valdosta,Georgia,2014,56312
Vallejo,California,2014,119644
Vancouver,Washington,2014,173442
Victoria,Texas,2014,65946
Victorville,California,2014,121213
Vineland,New Jersey,2014,60899
Virginia Beach,Virginia,2014,448913
Visalia,California,2014,128594
Vista,California,2014,97225
Waco,Texas,2014,129925
Walnut Creek,California,2014,67538
Waltham,Massachusetts,2014,63097
Warner Robins,Georgia,2014,73342
Warren,Michigan,2014,135665
Warwick,Rhode Island,2014,81699
Washington,District of Columbia,2014,662513
Waterbury,Connecticut,2014,109551
Waterloo,Iowa,2014,68584
Watsonville,California,2014,52975
Waukegan,Illinois,2014,88788
Waukesha,Wisconsin,2014,72015
Wellington vi,Florida,2014,61523
West Allis,Wisconsin,2014,60779
West Covina,California,2014,107552
West Des Moines,Iowa,2014,61802
West Haven,Connecticut,2014,55293
West Jordan,Utah,2014,110503
West New York,New Jersey,2014,51540
West Palm Beach,Florida,2014,104350
West Sacramento,California,2014,51688
West Valley City,Utah,2014,134506
Westland,Michigan,2014,82638
Westminster,California,2014,91609
Westminster,Colorado,2014,111567
Weston,Florida,2014,68950
Weymouth Town,Massachusetts,2014,55737
Wheaton,Illinois,2014,53759
White Plains,New York,2014,57748
Whittier,California,2014,86563
Wichita Falls,Texas,2014,105216
Wichita,Kansas,2014,388465
Wilmington,Delaware,2014,71169
Wilmington,North Carolina,2014,113309
Winston-Salem,North Carolina,2014,238508
Woodbury,Minnesota,2014,66624
Woodland,California,2014,57354
Worcester,Massachusetts,2014,184698
Wylie,Texas,2014,46702
Wyoming,Michigan,2014,74984
Yakima,Washington,2014,92859
Yonkers,New York,2014,199434
Yorba Linda,California,2014,67418
Youngstown,Ohio,2014,65145
Yuba City,California,2014,65773
Yucaipa,California,2014,52774
Yuma,Arizona,2014,93728
Abilene,Texas,2015,121694
Akron,Ohio,2015,198524
Alameda,California,2015,78467
Albany,Georgia,2015,74864
Albany,New York,2015,98234
Albany,Oregon,2015,51657
Albuquerque,New Mexico,2015,558325
Alexandria,Virginia,2015,153863
Alhambra,California,2015,84950
Aliso Viejo,California,2015,49988
Allen,Texas,2015,98190
Allentown,Pennsylvania,2015,120068
Alpharetta,Georgia,2015,63338
Amarillo,Texas,2015,197889
Ames,Iowa,2015,65662
Anaheim,California,2015,348967
Anchorage municip,Alaska,2015,297613
Anderson,Indiana,2015,55121
Ankeny,Iowa,2015,56109
Ann Arbor,Michigan,2015,119931
Antioch,California,2015,110326
Apex,North Carolina,2015,45554
Apopka,Florida,2015,49040
Apple Valley,Minnesota,2015,50965
Apple Valley,California,2015,71809
Appleton,Wisconsin,2015,74173
Arcadia,California,2015,57934
Arlington Heights vi,Illinois,2015,76045
Arlington,Texas,2015,389101
Arvada,Colorado,2015,115409
Asheville,North Carolina,2015,89387
Athens-Clarke County unified government (bal,Georgia,2015,122252
Atlanta,Georgia,2015,468707
Auburn,Alabama,2015,61818
Auburn,Washington,2015,77409
Augusta-Richmond County consolidated government (bal,Georgia,2015,196663
Aurora,Colorado,2015,359679
Aurora,Illinois,2015,200416
Austin,Texas,2015,921545
Avondale,Arizona,2015,81976
Bakersfield,California,2015,372295
Baldwin Park,California,2015,76523
Baltimore,Maryland,2015,622150
Bartlett,Tennessee,2015,58641
Baton Rouge,Louisiana,2015,227044
Battle Creek,Michigan,2015,51553
Bayonne,New Jersey,2015,65317
Baytown,Texas,2015,76435
Beaumont,Texas,2015,118591
Beaverton,Oregon,2015,95897
Bellevue,Nebraska,2015,52976
Bellevue,Washington,2015,139918
Bellflower,California,2015,77875
Bellingham,Washington,2015,85063
Bend,Oregon,2015,86238
Bentonville,Arkansas,2015,44713
Berkeley,California,2015,120739
Berwyn,Illinois,2015,56477
Bethlehem,Pennsylvania,2015,74953
Billings,Montana,2015,109638
Birmingham,Alabama,2015,211703
Bismarck,North Dakota,2015,71282
Blaine,Minnesota,2015,62396
Bloomington,Illinois,2015,78393
Bloomington,Indiana,2015,83601
Bloomington,Minnesota,2015,85219
Blue Springs,Missouri,2015,54016
Boca Raton,Florida,2015,93520
Boise City,Idaho,2015,220938
Bolingbrook vi,Illinois,2015,74174
Bonita Springs,Florida,2015,51820
Bossier City,Louisiana,2015,68077
Boston,Massachusetts,2015,670791
Boulder,Colorado,2015,107793
Bowie,Maryland,2015,58287
Bowling Green,Kentucky,2015,64411
Boynton Beach,Florida,2015,73950
Bradenton,Florida,2015,53832
Brentwood,California,2015,58825
Bridgeport,Connecticut,2015,147460
Bristol,Connecticut,2015,60513
Brockton,Massachusetts,2015,95433
Broken Arrow,Oklahoma,2015,106931
Brookhaven,Georgia,2015,52673
Brooklyn Park,Minnesota,2015,79279
Broomfield,Colorado,2015,64856
Brownsville,Texas,2015,181984
Bryan,Texas,2015,82124
Buckeye,Arizona,2015,61633
Buena Park,California,2015,82863
Buffalo,New York,2015,258339
Burbank,California,2015,104613
Burien,Washington,2015,50720
Burlington,North Carolina,2015,51667
Burnsville,Minnesota,2015,61216
Caldwell,Idaho,2015,51543
Camarillo,California,2015,67263
Cambridge,Massachusetts,2015,113497
Camden,New Jersey,2015,75371
Canton,Ohio,2015,71816
Cape Coral,Florida,2015,173468
Carlsbad,California,2015,112785
Carmel,Indiana,2015,87805
Carrollton,Texas,2015,132890
Carson,Nevada,2015,54069
Carson,California,2015,92860
Cary,North Carolina,2015,159661
Casa Grande,Arizona,2015,52751
Casper,Wyoming,2015,59990
Castle Rock,Colorado,2015,57093
Cathedral City,California,2015,53572
Cedar Park,Texas,2015,69612
Cedar Rapids,Iowa,2015,130635
Centennial,Colorado,2015,109170
Cerritos,California,2015,49617
Champaign,Illinois,2015,86166
Chandler,Arizona,2015,243679
Chapel Hill,North Carolina,2015,59047
Charleston,South Carolina,2015,132632
Charleston,West Virginia,2015,49466
Charlotte,North Carolina,2015,825733
Chattanooga,Tennessee,2015,175851
Chesapeake,Virginia,2015,235168
Cheyenne,Wyoming,2015,62904
Chicago,Illinois,2015,2726215
Chico,California,2015,90487
Chicopee,Massachusetts,2015,55789
Chino Hills,California,2015,77904
Chino,California,2015,85253
Chula Vista,California,2015,264490
Cicero,Illinois,2015,83935
Cincinnati,Ohio,2015,299338
Citrus Heights,California,2015,86666
Clarksville,Tennessee,2015,148180
Clearwater,Florida,2015,112876
Cleveland,Ohio,2015,389248
Clifton,New Jersey,2015,85232
Clovis,California,2015,103807
Coconut Creek,Florida,2015,59211
Coeur d'Alene,Idaho,2015,48767
College Station,Texas,2015,109034
Collierville,Tennessee,2015,48981
Colorado Springs,Colorado,2015,449189
Colton,California,2015,54334
Columbia,Missouri,2015,118699
Columbia,South Carolina,2015,133584
Columbus,Georgia,2015,198674
Columbus,Ohio,2015,855012
Commerce City,Colorado,2015,53245
Compton,California,2015,97746
Concord,California,2015,128319
Concord,North Carolina,2015,87444
Conroe,Texas,2015,76269
Conway,Arkansas,2015,64442
Coon Rapids,Minnesota,2015,62267
Coral Gables,Florida,2015,50771
Coral Springs,Florida,2015,129653
Corona,California,2015,163391
Corpus Christi,Texas,2015,324795
Corvallis,Oregon,2015,56341
Costa Mesa,California,2015,112930
Council Bluffs,Iowa,2015,62567
Cranston,Rhode Island,2015,81248
Cupertino,California,2015,60571
Dallas,Texas,2015,1301794
Daly City,California,2015,106610
Danbury,Connecticut,2015,84252
Davenport,Iowa,2015,102434
Davie,Florida,2015,101311
Davis,California,2015,67362
Dayton,Ohio,2015,140834
Daytona Beach,Florida,2015,64953
DeSoto,Texas,2015,52700
Dearborn Heights,Michigan,2015,56317
Dearborn,Michigan,2015,95475
Decatur,Alabama,2015,55007
Decatur,Illinois,2015,73287
Deerfield Beach,Florida,2015,79353
Delano,California,2015,52528
Delray Beach,Florida,2015,66243
Deltona,Florida,2015,87745
Denton,Texas,2015,131204
Denver,Colorado,2015,683665
Des Moines,Iowa,2015,215372
Des Plaines,Illinois,2015,58856
Detroit,Michigan,2015,679305
Diamond Bar,California,2015,56484
Doral,Florida,2015,56075
Dothan,Alabama,2015,68198
Downey,California,2015,113398
Dublin,California,2015,57543
Dubuque,Iowa,2015,58602
Duluth,Minnesota,2015,85969
Durham,North Carolina,2015,258581
Eagan,Minnesota,2015,66229
East Orange,New Jersey,2015,64448
Eastvale,California,2015,59704
Eau Claire,Wisconsin,2015,67765
Eden Prairie,Minnesota,2015,63626
Edina,Minnesota,2015,50265
Edinburg,Texas,2015,91994
Edmond,Oklahoma,2015,90168
El Cajon,California,2015,103248
El Monte,California,2015,115908
El Paso,Texas,2015,677253
Elgin,Illinois,2015,112018
Elizabeth,New Jersey,2015,127746
Elk Grove,California,2015,166090
Elkhart,Indiana,2015,52532
Elyria,Ohio,2015,53924
Encinitas,California,2015,62631
Enid,Oklahoma,2015,51509
Erie,Pennsylvania,2015,99024
Escondido,California,2015,150824
Eugene,Oregon,2015,162960
Euless,Texas,2015,54183
Evanston,Illinois,2015,75671
Evansville,Indiana,2015,119442
Everett,Washington,2015,107219
Fairfield,California,2015,112411
Fall River,Massachusetts,2015,89313
Fargo,North Dakota,2015,118027
Farmington Hills,Michigan,2015,81538
Fayetteville,Arkansas,2015,82346
Fayetteville,North Carolina,2015,209624
Federal Way,Washington,2015,95359
Fishers,Indiana,2015,88708
Flagstaff,Arizona,2015,70015
Flint,Michigan,2015,97761
Florissant,Missouri,2015,52117
Flower Mound,Texas,2015,70844
Folsom,California,2015,76026
Fontana,California,2015,206377
Fort Collins,Colorado,2015,160605
Fort Lauderdale,Florida,2015,177407
Fort Myers,Florida,2015,73466
Fort Smith,Arkansas,2015,87697
Fort Wayne,Indiana,2015,262235
Fort Worth,Texas,2015,835950
Fountain Valley,California,2015,56704
Framingham,Massachusetts,2015,70937
Franklin,Tennessee,2015,72501
Frederick,Maryland,2015,69409
Fremont,California,2015,231697
Fresno,California,2015,518670
Frisco,Texas,2015,154157
Fullerton,California,2015,140131
Gainesville,Florida,2015,129159
Gaithersburg,Maryland,2015,67115
Galveston,Texas,2015,49741
Garden Grove,California,2015,174522
Gardena,California,2015,60014
Garland,Texas,2015,237331
Gary,Indiana,2015,77206
Gastonia,North Carolina,2015,74061
Georgetown,Texas,2015,63463
Gilbert,Arizona,2015,232401
Gilroy,California,2015,53292
Glendale,Arizona,2015,243184
Glendale,California,2015,199452
Glendora,California,2015,51820
Goodyear,Arizona,2015,74817
Grand Forks,North Dakota,2015,56527
Grand Island,Nebraska,2015,50971
Grand Junction,Colorado,2015,60595
Grand Prairie,Texas,2015,188577
Grand Rapids,Michigan,2015,195073
Grapevine,Texas,2015,51469
Great Falls,Montana,2015,59270
Greeley,Colorado,2015,101607
Green Bay,Wisconsin,2015,104820
Greensboro,North Carolina,2015,284808
Greenville,North Carolina,2015,90557
Greenville,South Carolina,2015,63454
Greenwood,Indiana,2015,55337
Gresham,Oregon,2015,110387
Gulfport,Mississippi,2015,71314
Hamilton,Ohio,2015,62332
Hammond,Indiana,2015,77603
Hampton,Virginia,2015,136187
Hanford,California,2015,55585
Harlingen,Texas,2015,65350
Harrisonburg,Virginia,2015,52755
Hartford,Connecticut,2015,124338
Haverhill,Massachusetts,2015,62881
Hawthorne,California,2015,87790
Hayward,California,2015,157890
Hemet,California,2015,83351
Hempstead vi,New York,2015,55418
Henderson,Nevada,2015,282423
Hendersonville,Tennessee,2015,55588
Hesperia,California,2015,92765
Hialeah,Florida,2015,236339
High Point,North Carolina,2015,110285
Highland,California,2015,54585
Hillsboro,Oregon,2015,102594
Hoboken,New Jersey,2015,52856
Hoffman Estates vi,Illinois,2015,52133
Hollywood,Florida,2015,148357
Homestead,Florida,2015,66911
Hoover,Alabama,2015,84242
